File ID,English_name,Vocalization_type,Quality,Time,Date,X,Y
387362,Broad-winged Jojo,Call,A,Morning,2013-07-28T00:00:00Z,53,87
371463,Broad-winged Jojo,"Call, Song",A,Morning,2017-05-14T00:00:00Z,61,75
317055,Broad-winged Jojo,"Call, Song",A,Morning,2016-05-16T00:00:00Z,63,91
317045,Broad-winged Jojo,Call,A,Afternoon,2016-05-15T00:00:00Z,60,78
262816,Broad-winged Jojo,Call,A,Morning,2015-07-18T00:00:00Z,40,132
192537,Broad-winged Jojo,Call,A,Morning,2014-06-14T00:00:00Z,42,86
192536,Broad-winged Jojo,Call,A,Morning,2014-06-14T00:00:00Z,56,145
184319,Broad-winged Jojo,Call,A,Morning,2014-06-28T00:00:00Z,61,76
182068,Broad-winged Jojo,"Call, Song",A,Morning,2014-05-22T00:00:00Z,54,76
140782,Broad-winged Jojo,Call,A,Morning,2013-06-27T00:00:00Z,55,78
139568,Broad-winged Jojo,Call,A,Morning,2013-06-23T00:00:00Z,92,133
135669,Broad-winged Jojo,"Call, Song",A,Morning,2013-05-26T00:00:00Z,61,75
80335,Broad-winged Jojo,Song,A,Morning,2011-06-07T00:00:00Z,56,83
33567,Broad-winged Jojo,Call,A,Morning,2009-04-27T00:00:00Z,135,45
33566,Broad-winged Jojo,"Call, Song",A,Morning,2009-04-27T00:00:00Z,60,76
33565,Broad-winged Jojo,Song,A,Morning,2009-04-27T00:00:00Z,59,75
33564,Broad-winged Jojo,"Call, Song",A,Morning,2009-04-27T00:00:00Z,87,132
33563,Broad-winged Jojo,"Call, Song",A,Morning,2009-04-27T00:00:00Z,59,84
14955,Broad-winged Jojo,Call,A,Morning,2007-06-22T00:00:00Z,67,82
14954,Broad-winged Jojo,Call,A,Night,2007-06-14T00:00:00Z,55,53
13689,Broad-winged Jojo,Song,A,Morning,2007-06-04T00:00:00Z,61,156
395415,Broad-winged Jojo,Call,B,Morning,2017-06-04T00:00:00Z,45,49
389986,Broad-winged Jojo,Call,B,Morning,2017-05-27T00:00:00Z,70,81
389985,Broad-winged Jojo,Call,B,Morning,2017-05-27T00:00:00Z,64,75
385856,Broad-winged Jojo,Call,B,Morning,2015-07-19T00:00:00Z,56,84
379258,Broad-winged Jojo,Call,B,Morning,2017-07-10T00:00:00Z,149,160
373461,Broad-winged Jojo,Call,B,Afternoon,2017-04-14T00:00:00Z,46,75
372595,Broad-winged Jojo,Song,B,Afternoon,2017-05-26T00:00:00Z,143,54
357148,Broad-winged Jojo,Call,B,Morning,2017-02-25T00:00:00Z,39,63
320111,Broad-winged Jojo,Call,B,Afternoon,2016-05-29T00:00:00Z,55,79
319446,Broad-winged Jojo,Song,B,Morning,2016-05-30T00:00:00Z,33,152
319008,Broad-winged Jojo,Song,B,Afternoon,2016-05-28T00:00:00Z,151,158
255840,Broad-winged Jojo,Call,B,Morning,2015-07-05T00:00:00Z,70,157
253869,Broad-winged Jojo,"Call, Song",B,Morning,2015-03-20T00:00:00Z,69,83
253864,Broad-winged Jojo,"Call, Song",B,Morning,2015-03-20T00:00:00Z,133,37
253853,Broad-winged Jojo,"Call, Song",B,Morning,2015-03-20T00:00:00Z,60,78
253850,Broad-winged Jojo,"Call, Song",B,Morning,2015-03-20T00:00:00Z,48,80
253355,Broad-winged Jojo,Call,B,Morning,2015-06-06T00:00:00Z,79,130
228616,Broad-winged Jojo,Call,B,Evening,1999-04-25T00:00:00Z,58,76
196882,Broad-winged Jojo,Call,B,Morning,2014-08-25T00:00:00Z,79,132
196875,Broad-winged Jojo,Song,B,Morning,2014-08-25T00:00:00Z,51,74
194599,Broad-winged Jojo,Call,B,Evening,2014-07-30T00:00:00Z,33,140
194583,Broad-winged Jojo,Call,B,Evening,2014-07-30T00:00:00Z,43,73
176376,Broad-winged Jojo,Call,B,Afternoon,2014-04-27T00:00:00Z,53,69
164751,Broad-winged Jojo,Song,B,Morning,2012-05-11T00:00:00Z,56,78
164748,Broad-winged Jojo,Song,B,Morning,2012-05-10T00:00:00Z,10,147
164744,Broad-winged Jojo,Call,B,Afternoon,2012-05-12T00:00:00Z,129,108
164739,Broad-winged Jojo,Call,B,Afternoon,2012-05-12T00:00:00Z,57,74
160321,Broad-winged Jojo,Call,B,Morning,2013-05-05T00:00:00Z,45,65
159336,Broad-winged Jojo,Call,B,Morning,2012-08-24T00:00:00Z,60,77
159277,Broad-winged Jojo,Call,B,Morning,2012-08-19T00:00:00Z,58,77
158560,Broad-winged Jojo,Call,B,Morning,2013-04-11T00:00:00Z,66,81
142861,Broad-winged Jojo,Song,B,Evening,2013-06-16T00:00:00Z,75,145
140783,Broad-winged Jojo,Call,B,Morning,2013-06-27T00:00:00Z,50,79
135668,Broad-winged Jojo,"Call, Song",B,Morning,2013-05-26T00:00:00Z,60,74
135667,Broad-winged Jojo,Song,B,Morning,2013-05-26T00:00:00Z,63,88
108734,Broad-winged Jojo,Call,B,Evening,2012-08-28T00:00:00Z,45,74
103814,Broad-winged Jojo,"Call, Song",B,Morning,2012-06-13T00:00:00Z,58,75
102207,Broad-winged Jojo,Call,B,Morning,2012-05-27T00:00:00Z,56,73
101243,Broad-winged Jojo,Song,B,Morning,2012-05-16T00:00:00Z,36,141
94147,Broad-winged Jojo,Song,B,Afternoon,2011-07-09T00:00:00Z,45,76
86466,Broad-winged Jojo,"Call, Song",B,Afternoon,2011-07-09T00:00:00Z,59,76
82759,Broad-winged Jojo,Call,B,Morning,2011-07-03T00:00:00Z,55,74
54331,Broad-winged Jojo,"Call, Song",B,Morning,2008-07-12T00:00:00Z,64,82
43644,Broad-winged Jojo,Call,B,Morning,2009-06-20T00:00:00Z,44,81
330559,Broad-winged Jojo,Call,C,Evening,2016-08-07T00:00:00Z,63,76
320501,Broad-winged Jojo,Call,C,Evening,2016-06-07T00:00:00Z,61,91
288571,Broad-winged Jojo,Call,C,Morning,1998-03-07T00:00:00Z,49,64
253903,Broad-winged Jojo,Call,C,Morning,2015-06-06T00:00:00Z,125,107
183604,Broad-winged Jojo,Song,C,Morning,2014-06-21T00:00:00Z,58,77
164742,Broad-winged Jojo,Call,C,Afternoon,2012-05-12T00:00:00Z,60,75
164736,Broad-winged Jojo,Song,C,Morning,2013-05-09T00:00:00Z,58,79
160341,Broad-winged Jojo,Call,C,Morning,2013-05-05T00:00:00Z,56,74
141872,Broad-winged Jojo,Call,C,Morning,2012-08-25T00:00:00Z,65,92
141537,Broad-winged Jojo,Song,C,Morning,2013-06-27T00:00:00Z,42,87
138081,Broad-winged Jojo,Call,C,Morning,2013-06-11T00:00:00Z,51,76
369858,Broad-winged Jojo,Song,D,Night,2016-06-25T00:00:00Z,75,85
182957,Broad-winged Jojo,Song,D,Afternoon,2014-06-21T00:00:00Z,59,78
172982,Broad-winged Jojo,Song,D,Night,2013-06-17T00:00:00Z,57,87
96700,Broad-winged Jojo,Call,D,Morning,2009-09-16T00:00:00Z,75,86
388694,Canadian Cootamum,Call,A,Morning,2016-05-01T00:00:00Z,32,125
388693,Canadian Cootamum,Call,A,Morning,2016-05-01T00:00:00Z,31,138
363105,Canadian Cootamum,Song,A,Evening,2017-04-05T00:00:00Z,32,148
362651,Canadian Cootamum,Call,A,Evening,2017-04-02T00:00:00Z,37,129
360916,Canadian Cootamum,Call,A,Evening,2017-03-22T00:00:00Z,52,168
358027,Canadian Cootamum,Call,A,Evening,2017-03-05T00:00:00Z,76,151
325432,Canadian Cootamum,Call,A,Evening,2016-05-13T00:00:00Z,142,99
313736,Canadian Cootamum,Song,A,Evening,2016-04-22T00:00:00Z,35,136
309337,Canadian Cootamum,Call,A,Evening,2016-03-28T00:00:00Z,28,144
305888,Canadian Cootamum,Call,A,Evening,2011-05-25T00:00:00Z,41,125
243587,Canadian Cootamum,Call,A,Morning,2015-03-13T00:00:00Z,85,133
243586,Canadian Cootamum,Call,A,Morning,2015-03-16T00:00:00Z,30,132
237375,Canadian Cootamum,Song,A,Evening,2015-04-25T00:00:00Z,76,159
218671,Canadian Cootamum,Call,A,Evening,2015-03-20T00:00:00Z,25,146
217815,Canadian Cootamum,Call,A,Evening,2015-02-08T00:00:00Z,32,136
217766,Canadian Cootamum,Call,A,Morning,2015-03-15T00:00:00Z,38,142
166584,Canadian Cootamum,Call,A,Morning,2014-02-08T00:00:00Z,34,135
96745,Canadian Cootamum,Song,A,Evening,2012-03-13T00:00:00Z,124,122
96744,Canadian Cootamum,Song,A,Evening,2012-03-13T00:00:00Z,44,158
96743,Canadian Cootamum,Song,A,Evening,2012-03-13T00:00:00Z,35,149
96741,Canadian Cootamum,Song,A,Evening,2012-03-13T00:00:00Z,58,157
78342,Canadian Cootamum,Call,A,Night,2011-05-15T00:00:00Z,31,137
77262,Canadian Cootamum,Song,A,Evening,2011-02-17T00:00:00Z,39,141
51754,Canadian Cootamum,Song,A,Night,2009-03-14T00:00:00Z,28,114
31012,Canadian Cootamum,Song,A,Morning,2008-04-10T00:00:00Z,37,60
370196,Canadian Cootamum,Call,B,Evening,2017-05-12T00:00:00Z,13,127
358052,Canadian Cootamum,Call,B,Evening,2017-03-05T00:00:00Z,26,141
358026,Canadian Cootamum,Call,B,Evening,2017-03-05T00:00:00Z,30,146
325435,Canadian Cootamum,Call,B,Night,2016-05-14T00:00:00Z,38,136
318915,Canadian Cootamum,Call,B,Evening,2015-03-28T00:00:00Z,33,137
313737,Canadian Cootamum,Song,B,Evening,2016-04-22T00:00:00Z,63,147
312946,Canadian Cootamum,Call,B,Evening,2016-04-18T00:00:00Z,36,135
308295,Canadian Cootamum,"Call, Song",B,Evening,2016-03-23T00:00:00Z,126,112
306856,Canadian Cootamum,Call,B,Evening,2016-03-12T00:00:00Z,33,135
306348,Canadian Cootamum,Call,B,Night,2011-05-28T00:00:00Z,43,162
301714,Canadian Cootamum,Call,B,Evening,2016-01-29T00:00:00Z,32,134
272302,Canadian Cootamum,Call,B,Morning,2015-02-10T00:00:00Z,83,145
217832,Canadian Cootamum,Call,B,Evening,2015-02-08T00:00:00Z,30,144
217829,Canadian Cootamum,Call,B,Evening,2015-02-08T00:00:00Z,59,77
217817,Canadian Cootamum,Call,B,Evening,2015-02-08T00:00:00Z,30,128
216516,Canadian Cootamum,Call,B,Morning,2014-02-02T00:00:00Z,41,137
216509,Canadian Cootamum,Call,B,Morning,2014-02-02T00:00:00Z,32,136
171997,Canadian Cootamum,"Call, Song",B,Evening,2014-03-26T00:00:00Z,138,109
171994,Canadian Cootamum,"Call, Song",B,Evening,2014-03-26T00:00:00Z,36,124
171991,Canadian Cootamum,"Call, Song",B,Evening,2014-03-26T00:00:00Z,38,135
167153,Canadian Cootamum,Song,B,Evening,2014-02-07T00:00:00Z,30,139
138068,Canadian Cootamum,Call,B,Morning,2013-03-16T00:00:00Z,100,130
134501,Canadian Cootamum,Call,B,Evening,2013-05-17T00:00:00Z,23,144
133923,Canadian Cootamum,Call,B,Night,2013-05-16T00:00:00Z,32,138
133048,Canadian Cootamum,Call,B,Evening,2012-04-06T00:00:00Z,34,138
125207,Canadian Cootamum,Call,B,Morning,2013-03-16T00:00:00Z,28,135
99969,Canadian Cootamum,Call,B,Evening,2012-04-27T00:00:00Z,26,149
93791,Canadian Cootamum,Call,B,Evening,2012-01-29T00:00:00Z,72,131
93789,Canadian Cootamum,Call,B,Evening,2012-01-29T00:00:00Z,53,94
45508,Canadian Cootamum,Call,B,Evening,2010-03-16T00:00:00Z,33,134
15173,Canadian Cootamum,Call,B,Evening,2007-05-23T00:00:00Z,38,139
15171,Canadian Cootamum,Call,B,Evening,2007-05-23T00:00:00Z,35,137
305896,Canadian Cootamum,Call,C,Night,2011-05-25T00:00:00Z,75,140
301715,Canadian Cootamum,Call,C,Evening,2016-01-29T00:00:00Z,22,136
237821,Canadian Cootamum,Song,C,Morning,2015-04-28T00:00:00Z,24,124
236020,Canadian Cootamum,Call,C,Evening,2015-04-14T00:00:00Z,32,135
217831,Canadian Cootamum,Call,C,Evening,2015-02-08T00:00:00Z,36,134
217801,Canadian Cootamum,Call,C,Evening,2015-02-08T00:00:00Z,64,157
217792,Canadian Cootamum,Call,C,Evening,2015-02-08T00:00:00Z,31,134
181303,Canadian Cootamum,Call,C,Night,2014-05-31T00:00:00Z,21,137
129225,Canadian Cootamum,Call,C,Evening,2013-04-08T00:00:00Z,36,139
93790,Canadian Cootamum,Call,C,Evening,2012-01-29T00:00:00Z,34,137
72511,Canadian Cootamum,Call,C,Morning,2011-02-27T00:00:00Z,39,126
51755,Canadian Cootamum,Song,C,Night,2009-03-14T00:00:00Z,73,156
45509,Canadian Cootamum,Song,C,Evening,2010-03-16T00:00:00Z,137,43
312954,Canadian Cootamum,Call,D,Evening,2016-04-18T00:00:00Z,71,145
311816,Canadian Cootamum,Call,D,Morning,2016-03-25T00:00:00Z,40,129
217781,Canadian Cootamum,Call,D,Evening,2015-02-08T00:00:00Z,43,124
96742,Canadian Cootamum,Song,D,Evening,2012-03-13T00:00:00Z,24,135
75443,Canadian Cootamum,Song,D,Evening,2010-03-24T00:00:00Z,32,137
31010,Canadian Cootamum,Song,D,Morning,2008-04-10T00:00:00Z,32,136
404839,Canadian Cootamum,Call,E,Evening,2017-06-05T00:00:00Z,50,134
405209,Carries Champagne Pipit,Call,A,Evening,2016-06-20T00:00:00Z,138,44
395909,Carries Champagne Pipit,Call,A,Morning,2017-12-12T00:00:00Z,139,49
392005,Carries Champagne Pipit,Call,A,Morning,2017-11-05T00:00:00Z,136,36
356568,Carries Champagne Pipit,Call,A,Afternoon,2017-02-23T00:00:00Z,145,51
344102,Carries Champagne Pipit,Call,A,Morning,2010-01-08T00:00:00Z,155,37
340347,Carries Champagne Pipit,Call,A,Morning,2016-10-22T00:00:00Z,136,36
335836,Carries Champagne Pipit,Call,A,Morning,1988-09-10T00:00:00Z,121,44
334375,Carries Champagne Pipit,Call,A,Morning,2016-09-11T00:00:00Z,116,23
306883,Carries Champagne Pipit,Call,A,Morning,2015-10-19T00:00:00Z,134,39
306366,Carries Champagne Pipit,Call,A,Evening,2016-03-05T00:00:00Z,78,84
267497,Carries Champagne Pipit,Call,A,Morning,2015-04-07T00:00:00Z,138,48
256980,Carries Champagne Pipit,Call,A,Morning,2014-10-08T00:00:00Z,145,39
209669,Carries Champagne Pipit,Call,A,Morning,2013-11-16T00:00:00Z,135,70
197379,Carries Champagne Pipit,Call,A,Morning,2014-04-17T00:00:00Z,42,34
197378,Carries Champagne Pipit,Song,A,Morning,2014-04-17T00:00:00Z,119,58
162716,Carries Champagne Pipit,Call,A,Morning,2013-06-09T00:00:00Z,77,129
149851,Carries Champagne Pipit,Call,A,Morning,2013-05-13T00:00:00Z,140,43
97418,Carries Champagne Pipit,Call,A,Morning,2012-01-08T00:00:00Z,56,123
61943,Carries Champagne Pipit,Call,A,Evening,2010-07-31T00:00:00Z,135,43
405206,Carries Champagne Pipit,Call,B,Evening,2016-06-20T00:00:00Z,136,40
392818,Carries Champagne Pipit,Call,B,Afternoon,2014-12-14T00:00:00Z,67,166
391082,Carries Champagne Pipit,Call,B,Evening,2017-10-28T00:00:00Z,167,22
390051,Carries Champagne Pipit,Call,B,Morning,2017-10-15T00:00:00Z,149,49
380344,Carries Champagne Pipit,Call,B,Morning,2017-05-12T00:00:00Z,91,140
380150,Carries Champagne Pipit,Song,B,Morning,2017-05-12T00:00:00Z,28,137
367479,Carries Champagne Pipit,"Call, Song",B,Morning,2017-05-02T00:00:00Z,158,13
367477,Carries Champagne Pipit,"Call, Song",B,Morning,2017-05-02T00:00:00Z,142,47
358383,Carries Champagne Pipit,Call,B,Afternoon,2016-06-02T00:00:00Z,136,38
357183,Carries Champagne Pipit,Call,B,Afternoon,2017-02-26T00:00:00Z,146,46
345088,Carries Champagne Pipit,Call,B,Morning,2016-12-04T00:00:00Z,143,49
344100,Carries Champagne Pipit,Call,B,Morning,2015-12-02T00:00:00Z,137,29
338522,Carries Champagne Pipit,Call,B,Morning,2016-10-15T00:00:00Z,136,32
338521,Carries Champagne Pipit,Call,B,Morning,2016-10-15T00:00:00Z,91,125
337676,Carries Champagne Pipit,Call,B,Morning,2016-10-01T00:00:00Z,82,157
329257,Carries Champagne Pipit,Call,B,Morning,2016-06-19T00:00:00Z,147,38
303832,Carries Champagne Pipit,Call,B,Morning,2015-12-25T00:00:00Z,139,45
295504,Carries Champagne Pipit,Call,B,Morning,2015-12-16T00:00:00Z,149,48
267498,Carries Champagne Pipit,Call,B,Morning,2015-04-07T00:00:00Z,85,152
209947,Carries Champagne Pipit,Call,B,Morning,2013-12-21T00:00:00Z,143,44
198897,Carries Champagne Pipit,Call,B,Afternoon,2013-11-02T00:00:00Z,131,59
175348,Carries Champagne Pipit,Call,B,Afternoon,2014-04-19T00:00:00Z,49,62
113403,Carries Champagne Pipit,Song,B,Morning,2012-07-01T00:00:00Z,86,132
113402,Carries Champagne Pipit,Call,B,Morning,2012-07-01T00:00:00Z,146,26
91419,Carries Champagne Pipit,Call,B,Morning,2011-12-13T00:00:00Z,140,38
91303,Carries Champagne Pipit,Call,B,Afternoon,2011-12-04T00:00:00Z,135,44
91300,Carries Champagne Pipit,Call,B,Afternoon,2011-12-03T00:00:00Z,121,44
91299,Carries Champagne Pipit,Call,B,Afternoon,2011-12-03T00:00:00Z,140,62
91298,Carries Champagne Pipit,Call,B,Afternoon,2011-12-04T00:00:00Z,147,59
91295,Carries Champagne Pipit,Call,B,Morning,2011-12-09T00:00:00Z,142,40
91294,Carries Champagne Pipit,Call,B,Morning,2011-12-09T00:00:00Z,71,67
91293,Carries Champagne Pipit,Call,B,Morning,2011-12-09T00:00:00Z,29,103
90340,Carries Champagne Pipit,Call,B,Morning,2011-11-18T00:00:00Z,34,137
61960,Carries Champagne Pipit,Call,B,Morning,2010-08-06T00:00:00Z,140,43
61959,Carries Champagne Pipit,Call,B,Morning,2010-08-06T00:00:00Z,128,115
61944,Carries Champagne Pipit,Call,B,Evening,2010-07-31T00:00:00Z,137,45
27256,Carries Champagne Pipit,Call,B,Morning,2008-12-20T00:00:00Z,148,65
24785,Carries Champagne Pipit,Call,B,Morning,2008-11-29T00:00:00Z,73,158
405185,Carries Champagne Pipit,Song,C,Morning,2016-06-06T00:00:00Z,141,41
395981,Carries Champagne Pipit,Call,C,Afternoon,2017-12-12T00:00:00Z,129,48
391081,Carries Champagne Pipit,Call,C,Afternoon,2017-10-28T00:00:00Z,107,106
391080,Carries Champagne Pipit,Call,C,Afternoon,2017-10-28T00:00:00Z,138,44
390542,Carries Champagne Pipit,Call,C,Evening,2017-10-22T00:00:00Z,134,52
358132,Carries Champagne Pipit,Call,C,Afternoon,2017-02-01T00:00:00Z,141,43
338753,Carries Champagne Pipit,Call,C,Afternoon,2016-10-14T00:00:00Z,140,41
338163,Carries Champagne Pipit,Call,C,Morning,2016-10-15T00:00:00Z,147,52
328304,Carries Champagne Pipit,Call,C,Afternoon,2016-02-26T00:00:00Z,131,39
321515,Carries Champagne Pipit,Call,C,Morning,2014-10-11T00:00:00Z,140,42
284667,Carries Champagne Pipit,Call,C,Morning,2015-10-11T00:00:00Z,137,44
267499,Carries Champagne Pipit,Call,C,Morning,2015-05-11T00:00:00Z,128,50
199204,Carries Champagne Pipit,Call,C,Morning,2014-10-17T00:00:00Z,137,46
158454,Carries Champagne Pipit,Call,C,Morning,2013-12-05T00:00:00Z,148,155
152409,Carries Champagne Pipit,Call,C,Morning,2013-10-21T00:00:00Z,152,36
149180,Carries Champagne Pipit,Call,C,Morning,2013-09-28T00:00:00Z,138,48
147774,Carries Champagne Pipit,Call,C,Morning,2013-09-18T00:00:00Z,48,66
142690,Carries Champagne Pipit,Call,C,Morning,2005-10-09T00:00:00Z,136,46
114327,Carries Champagne Pipit,Call,C,Morning,2012-12-09T00:00:00Z,139,43
112478,Carries Champagne Pipit,Call,C,Afternoon,2012-10-26T00:00:00Z,138,40
111932,Carries Champagne Pipit,Call,C,Morning,2012-10-22T00:00:00Z,67,140
91301,Carries Champagne Pipit,Call,C,Afternoon,2011-12-03T00:00:00Z,142,54
91297,Carries Champagne Pipit,Call,C,Afternoon,2011-12-04T00:00:00Z,45,64
91296,Carries Champagne Pipit,Call,C,Afternoon,2011-12-04T00:00:00Z,157,152
65137,Carries Champagne Pipit,Call,C,Morning,2010-11-07T00:00:00Z,140,43
27259,Carries Champagne Pipit,Call,C,Morning,2008-12-20T00:00:00Z,132,52
27254,Carries Champagne Pipit,Call,C,Morning,2008-12-20T00:00:00Z,146,52
389842,Carries Champagne Pipit,Call,D,Morning,2017-10-15T00:00:00Z,128,47
386671,Carries Champagne Pipit,Call,D,Morning,2017-09-18T00:00:00Z,123,27
338754,Carries Champagne Pipit,Call,D,Afternoon,2016-10-14T00:00:00Z,119,53
336144,Carries Champagne Pipit,Call,D,Morning,2016-09-23T00:00:00Z,139,42
205464,Carries Champagne Pipit,Call,D,Morning,2014-10-23T00:00:00Z,147,36
166440,Carries Champagne Pipit,Call,D,Morning,2005-10-09T00:00:00Z,32,137
88610,Carries Champagne Pipit,Call,D,Morning,2011-10-14T00:00:00Z,141,56
386506,Carries Champagne Pipit,Call,E,Afternoon,2017-09-16T00:00:00Z,144,131
199143,Carries Champagne Pipit,Call,E,Morning,2014-09-25T00:00:00Z,135,43
180593,Carries Champagne Pipit,Call,E,Afternoon,2013-10-13T00:00:00Z,141,41
405293,Darkwing Sparrow,Song,A,Morning,2017-04-17T00:00:00Z,63,81
405292,Darkwing Sparrow,Song,A,Morning,2017-04-17T00:00:00Z,37,74
405237,Darkwing Sparrow,Song,A,Morning,2017-04-08T00:00:00Z,40,56
405192,Darkwing Sparrow,Song,A,Morning,2017-04-18T00:00:00Z,41,66
404159,Darkwing Sparrow,Call,A,Afternoon,2018-01-27T00:00:00Z,12,136
403458,Darkwing Sparrow,Call,A,Morning,2018-02-24T00:00:00Z,42,60
402357,Darkwing Sparrow,Call,A,Afternoon,2018-02-09T00:00:00Z,74,149
402356,Darkwing Sparrow,Call,A,Afternoon,2018-02-09T00:00:00Z,69,149
402355,Darkwing Sparrow,Call,A,Afternoon,2018-02-09T00:00:00Z,62,75
402159,Darkwing Sparrow,Call,A,Afternoon,2018-02-07T00:00:00Z,54,73
400941,Darkwing Sparrow,Song,A,Morning,2018-01-04T00:00:00Z,140,150
396464,Darkwing Sparrow,Call,A,Morning,2017-12-10T00:00:00Z,42,68
392775,Darkwing Sparrow,Call,A,Afternoon,2016-01-08T00:00:00Z,139,49
392772,Darkwing Sparrow,Call,A,Afternoon,2014-04-21T00:00:00Z,28,69
390512,Darkwing Sparrow,Call,A,Morning,2017-10-22T00:00:00Z,43,68
388579,Darkwing Sparrow,Call,A,Morning,2017-09-23T00:00:00Z,138,44
388296,Darkwing Sparrow,Song,A,Morning,2017-09-30T00:00:00Z,78,136
388295,Darkwing Sparrow,Song,A,Morning,2017-09-30T00:00:00Z,39,56
385838,Darkwing Sparrow,Call,A,Morning,2015-06-12T00:00:00Z,81,139
384567,Darkwing Sparrow,Song,A,Morning,2017-04-14T00:00:00Z,71,139
384539,Darkwing Sparrow,"Call, Song",A,Morning,2017-08-05T00:00:00Z,36,61
384490,Darkwing Sparrow,Call,A,Morning,2017-03-26T00:00:00Z,69,140
384488,Darkwing Sparrow,"Call, Song",A,Morning,2017-03-26T00:00:00Z,59,146
383538,Darkwing Sparrow,Song,A,Afternoon,2017-01-25T00:00:00Z,138,118
383533,Darkwing Sparrow,Call,A,Afternoon,2016-10-02T00:00:00Z,124,124
383292,Darkwing Sparrow,Call,A,Morning,2017-08-05T00:00:00Z,30,81
382524,Darkwing Sparrow,Call,A,Morning,2017-07-26T00:00:00Z,97,125
381853,Darkwing Sparrow,Call,A,Morning,2017-07-29T00:00:00Z,136,39
381202,Darkwing Sparrow,Call,A,Afternoon,2017-04-11T00:00:00Z,63,79
380358,Darkwing Sparrow,"Call, Song",A,Morning,2017-06-04T00:00:00Z,43,63
379470,Darkwing Sparrow,"Call, Song",A,Morning,2017-07-03T00:00:00Z,39,66
377560,Darkwing Sparrow,Call,A,Evening,2017-06-27T00:00:00Z,37,73
377559,Darkwing Sparrow,Call,A,Evening,2017-06-27T00:00:00Z,46,63
377232,Darkwing Sparrow,Song,A,Morning,2017-03-03T00:00:00Z,41,64
376566,Darkwing Sparrow,Call,A,Morning,2017-06-17T00:00:00Z,40,61
376476,Darkwing Sparrow,Call,A,Morning,2017-06-18T00:00:00Z,39,63
374569,Darkwing Sparrow,Call,A,Morning,2017-04-28T00:00:00Z,36,58
374320,Darkwing Sparrow,Call,A,Night,2017-05-27T00:00:00Z,58,141
373844,Darkwing Sparrow,Call,A,Morning,2017-06-05T00:00:00Z,57,76
367543,Darkwing Sparrow,Call,A,Afternoon,2017-05-03T00:00:00Z,24,72
364541,Darkwing Sparrow,Call,A,Morning,2016-09-24T00:00:00Z,24,132
364247,Darkwing Sparrow,"Call, Song",A,Morning,2017-03-24T00:00:00Z,40,62
361303,Darkwing Sparrow,Call,A,Evening,2017-03-25T00:00:00Z,37,73
358971,Darkwing Sparrow,Call,A,Morning,2017-03-11T00:00:00Z,108,139
356114,Darkwing Sparrow,Call,A,Morning,2017-02-18T00:00:00Z,39,61
352024,Darkwing Sparrow,Call,A,Morning,2016-12-29T00:00:00Z,41,59
351547,Darkwing Sparrow,Song,A,Morning,2017-01-20T00:00:00Z,132,109
349815,Darkwing Sparrow,Song,A,Morning,2007-06-30T00:00:00Z,128,43
349814,Darkwing Sparrow,Song,A,Morning,2007-05-20T00:00:00Z,85,127
344336,Darkwing Sparrow,Call,A,Morning,2016-05-07T00:00:00Z,14,147
344330,Darkwing Sparrow,Song,A,Morning,2016-05-05T00:00:00Z,132,115
344328,Darkwing Sparrow,Song,A,Morning,2016-05-05T00:00:00Z,76,138
344319,Darkwing Sparrow,"Call, Song",A,Morning,2016-03-12T00:00:00Z,22,73
344306,Darkwing Sparrow,Call,A,Evening,2015-06-07T00:00:00Z,38,59
344302,Darkwing Sparrow,Call,A,Afternoon,2015-06-07T00:00:00Z,47,63
325716,Darkwing Sparrow,Song,A,Morning,2015-04-06T00:00:00Z,70,180
325709,Darkwing Sparrow,"Call, Song",A,Morning,2015-02-22T00:00:00Z,65,77
324840,Darkwing Sparrow,"Call, Song",A,Morning,2016-06-25T00:00:00Z,82,135
303718,Darkwing Sparrow,Call,A,Afternoon,2016-02-07T00:00:00Z,77,141
281740,Darkwing Sparrow,Call,A,Evening,2007-05-12T00:00:00Z,78,135
281739,Darkwing Sparrow,Song,A,Morning,2007-02-04T00:00:00Z,83,136
281738,Darkwing Sparrow,Song,A,Morning,2007-02-04T00:00:00Z,144,158
264941,Darkwing Sparrow,Call,A,Morning,2014-06-02T00:00:00Z,57,125
253313,Darkwing Sparrow,Song,A,Morning,2015-06-21T00:00:00Z,57,151
245732,Darkwing Sparrow,Song,A,Morning,2015-05-24T00:00:00Z,91,142
240216,Darkwing Sparrow,Song,A,Morning,2015-04-28T00:00:00Z,136,39
240215,Darkwing Sparrow,Song,A,Morning,2015-04-28T00:00:00Z,70,154
239375,Darkwing Sparrow,"Call, Song",A,Morning,2015-04-28T00:00:00Z,72,134
237290,Darkwing Sparrow,Call,A,Morning,2015-04-25T00:00:00Z,72,151
237289,Darkwing Sparrow,Call,A,Morning,2015-04-25T00:00:00Z,84,153
236834,Darkwing Sparrow,"Call, Song",A,Morning,2015-04-19T00:00:00Z,59,154
236476,Darkwing Sparrow,"Call, Song",A,Morning,2015-04-18T00:00:00Z,72,139
233433,Darkwing Sparrow,"Call, Song",A,Morning,1999-01-06T00:00:00Z,69,157
215043,Darkwing Sparrow,Call,A,Morning,2015-02-28T00:00:00Z,73,139
210486,Darkwing Sparrow,Call,A,Afternoon,2015-01-17T00:00:00Z,73,157
